778,550
771,520
1038,614
1038,614
1038,614
1038,614
1089,548
1089,548
1089,548
1232,602
1232,602
1232,602
1232,602
1325,606
1325,606
1325,606
1308,486
1308,486
1308,486
1308,486
1096,506
1096,506
1096,506
1096,506
941,630
941,630
941,630
940,671
940,671
940,671
940,671
909,678
909,678
909,678
878,646
878,646
878,646
878,646
1012,643
1012,643
861,650
861,650
861,650
861,650
861,650
754,545
754,545
754,545
927,541
927,541
927,541
801,594
801,594
801,594
801,594
627,542
627,542
627,542
943,683
943,683
943,683
943,683
917,611
917,611
917,611
917,611
805,640
805,640
805,640
925,692
925,692
925,692
925,692
729,581
729,581
729,581
872,516
872,516
872,516
872,516
852,550
852,550
852,550
852,550
913,576
913,576
913,576
903,536
903,536
903,536
890,471
890,471
890,471
890,471
1318,427
1318,427
1318,427
1318,427
1544,463
1544,463
1508,431
1508,431
1508,431
1508,431
1309,430
1309,430
1309,430
1309,430
1399,543
1399,543
1399,543
1505,549
1505,549
1505,549
1505,549
1022,614
1022,614
1022,614
1022,614
770,530
770,530
770,530
776,464
776,464
776,464
776,464
659,452
659,452
659,452
307,555
307,555
307,555
307,555
165,554
165,554
165,554
169,377
169,377
169,377
169,377
583,213
583,213
898,245
898,245
898,245
898,245
898,245
929,334
929,334
577,490
577,490
577,490
577,490
730,597
730,597
730,597
715,637
715,637
1501,470
1501,470
1501,470
1501,470
1501,470
1190,334
1190,334
1190,334
1190,334
1525,265
1525,265
1525,265
768,329
768,329
768,329
0,322
0,322
0,322
0,322
0,322
122,357
122,357
122,357
151,344
151,344
151,344
166,320
166,320
166,320
175,313
175,313
175,313
175,313
178,331
178,331
178,331
178,331
178,331
178,331
178,331
178,331
178,331
178,331
240,325
240,325
240,325
240,325
240,325
256,339
256,339
148,326
148,326
148,326
148,326
176,328
176,328
176,328
176,328
232,405
232,405
320,416
320,416
320,416
320,416
320,416
325,416
325,416
325,416
344,393
344,393
344,393
348,497
348,497
348,497
348,497
308,629
308,629
308,629
308,629
237,792
237,792
237,792
277,864
277,864
277,864
277,864
345,913
345,913
345,913
475,943
475,943
475,943
475,943
756,923
756,923
756,923
756,923
862,906
862,906
862,906
82,841
82,841
82,841
3,821
3,821
3,821
3,821
12,789
12,789
12,789
12,789
25,777
25,777
25,777
43,772
43,772
43,772
43,772
51,774
51,774
66,774
66,774
66,774
66,774
69,772
69,772
69,772
69,772
75,770
75,770
75,770
106,778
106,778
106,778
86,774
86,774
86,774
86,774
70,772
70,772
70,772
69,770
69,770
69,770
69,770
68,769
68,769
68,769
81,767
81,767
81,767
81,767
81,768
81,768
81,768
85,776
85,776
85,776
85,776
107,783
107,783
107,783
186,809
186,809
186,809
284,850
284,850
284,850
284,850
542,844
542,844
542,844
542,844
414,867
414,867
414,867
528,852
528,852
528,852
528,852
526,769
526,769
526,769
526,769
541,667
541,667
541,667
592,718
592,718
592,718
592,718
605,754
605,754
605,754
633,766
633,766
633,766
633,766
646,770
646,770
646,770
717,761
717,761
717,761
717,761
874,683
874,683
874,683
956,627
956,627
956,627
956,627
964,610
964,610
964,610
963,605
963,605
963,605
963,605
960,594
960,594
960,594
968,586
968,586
968,586
968,586
966,566
966,566
966,566
818,567
818,567
818,567
818,567
777,596
777,596
777,596
645,709
645,709
645,709
488,734
488,734
488,734
488,734
488,734
384,746
384,746
384,746
374,794
374,794
374,794
374,794
472,859
472,859
472,859
567,866
567,866
567,866
567,866
678,866
678,866
678,866
868,846
868,846
868,846
1033,817
1033,817
1033,817
1033,817
1129,708
1129,708
1129,708
1129,708
1153,645
1153,645
1153,645
1130,614
1130,614
1130,614
1130,614
1096,582
1096,582
1096,582
1066,555
1066,555
1066,555
